[{'AccelX': -0.11, 'AccelY': -0.75, 'AccelZ': 9.07, 'GyroX': -1.27, 'GyroY': -0.85, 'GyroZ': -0.51, 'Temp': 27.02}]
[{'AccelX': -0.01, 'AccelY': -0.75, 'AccelZ': 9.05, 'GyroX': -1.59, 'GyroY': -0.76, 'GyroZ': -0.51, 'Temp': 26.98}]
[{'AccelX': 0.12, 'AccelY': -0.71, 'AccelZ': 9.0, 'GyroX': -1.67, 'GyroY': 0.09, 'GyroZ': -0.4, 'Temp': 27.02}]
[{'AccelX': -0.05, 'AccelY': -0.64, 'AccelZ': 9.1, 'GyroX': -0.05, 'GyroY': 1.51, 'GyroZ': -0.8, 'Temp': 26.93}]
[{'AccelX': 0.04, 'AccelY': -0.8, 'AccelZ': 9.1, 'GyroX': -1.71, 'GyroY': 2.75, 'GyroZ': -0.37, 'Temp': 27.02}]
[{'AccelX': -0.08, 'AccelY': -0.78, 'AccelZ': 9.07, 'GyroX': -1.47, 'GyroY': 4.28, 'GyroZ': -0.22, 'Temp': 27.07}]
[{'AccelX': -0.09, 'AccelY': -0.78, 'AccelZ': 9.13, 'GyroX': -0.95, 'GyroY': 2.7, 'GyroZ': -0.02, 'Temp': 26.98}]
[{'AccelX': -0.13, 'AccelY': -0.76, 'AccelZ': 9.09, 'GyroX': -0.85, 'GyroY': 0.88, 'GyroZ': -0.24, 'Temp': 27.02}]
[{'AccelX': -0.05, 'AccelY': -0.62, 'AccelZ': 9.05, 'GyroX': -0.82, 'GyroY': 1.39, 'GyroZ': -0.14, 'Temp': 27.02}]
[{'AccelX': -0.03, 'AccelY': -0.74, 'AccelZ': 9.18, 'GyroX': -0.63, 'GyroY': 3.22, 'GyroZ': 0.18, 'Temp': 27.07}]
[{'AccelX': -0.02, 'AccelY': -0.74, 'AccelZ': 9.0, 'GyroX': -1.07, 'GyroY': 3.59, 'GyroZ': -0.21, 'Temp': 27.07}]
[{'AccelX': -0.0, 'AccelY': -0.71, 'AccelZ': 8.99, 'GyroX': -1.9, 'GyroY': 1.79, 'GyroZ': -0.43, 'Temp': 27.02}]
[{'AccelX': -0.04, 'AccelY': -0.77, 'AccelZ': 9.06, 'GyroX': -1.55, 'GyroY': 2.77, 'GyroZ': -0.37, 'Temp': 27.02}]
[{'AccelX': -0.03, 'AccelY': -0.81, 'AccelZ': 9.04, 'GyroX': -1.31, 'GyroY': 2.28, 'GyroZ': -0.5, 'Temp': 27.07}]
[{'AccelX': -0.01, 'AccelY': -0.91, 'AccelZ': 9.14, 'GyroX': -0.56, 'GyroY': 2.21, 'GyroZ': 0.01, 'Temp': 26.98}]
[{'AccelX': -0.08, 'AccelY': -0.72, 'AccelZ': 9.1, 'GyroX': -0.47, 'GyroY': 1.27, 'GyroZ': -0.25, 'Temp': 26.98}]
[{'AccelX': -0.03, 'AccelY': -0.76, 'AccelZ': 9.04, 'GyroX': -0.5, 'GyroY': 2.05, 'GyroZ': -0.22, 'Temp': 27.02}]
[{'AccelX': -0.04, 'AccelY': -0.63, 'AccelZ': 8.9, 'GyroX': -1.32, 'GyroY': 4.43, 'GyroZ': 0.08, 'Temp': 27.07}]
[{'AccelX': -0.03, 'AccelY': -0.71, 'AccelZ': 9.05, 'GyroX': -1.8, 'GyroY': 4.4, 'GyroZ': 0.13, 'Temp': 26.93}]
